Time	Sum	Command
13	13	--> not set -q __fish_git_prompt_char_dirtystate
6	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_char_untrackedfiles
6	19	-> if not set -q __fish_git_prompt_char_conflictedstate...
13	13	--> not set -q __fish_git_prompt_char_conflictedstate
6	16	-> if not set -q __fish_git_prompt_char_cleanstate...
10	10	--> not set -q __fish_git_prompt_char_cleanstate
7	16	-> if not set -q __fish_git_prompt_color_dirtystate...
9	9	--> not set -q __fish_git_prompt_color_dirtystate
6	16	-> if not set -q __fish_git_prompt_color_stagedstate...
10	10	--> not set -q __fish_git_prompt_color_stagedstate
6	16	-> if not set -q __fish_git_prompt_color_invalidstate...
10	10	--> not set -q __fish_git_prompt_color_invalidstate
6	15	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
6	16	-> if not set -q __fish_git_prompt_color_cleanstate...
10	10	--> not set -q __fish_git_prompt_color_cleanstate
7	16	-> if not set -q __fish_prompt_normal...
9	9	--> not set -q __fish_prompt_normal
16	16	-> set -l color_cwd
19	19	-> set -l prefix
14	14	-> set -l suffix
21	59	-> switch "$USER"...
21	21	--> set color_cwd $fish_color_cwd
17	17	--> set suffix '$'
29	29	-> set_color $color_cwd
54	572	-> echo -n (prompt_pwd)
189	518	--> prompt_pwd
25	25	---> set -l options 'h/help'
35	35	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
10	10	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
44	44	---> set realhome ~
62	114	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
52	52	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
10	64	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
18	18	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
36	36	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
18	18	-> set_color normal
57	32099	-> printf '%s ' (__fish_vcs_prompt)
47	32042	--> __fish_vcs_prompt
534	7410	---> __fish_git_prompt
8	84	----> if not command -sq git...
76	76	-----> not command -sq git
113	6757	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
6644	6644	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
27	27	----> test -n "$repo_info"
8	8	----> or return
373	458	---> __fish_hg_prompt
13	85	----> if not command -sq hg...
63	63	-----> not command -sq hg
9	9	-----> return 1
222	24127	---> __fish_svn_prompt
11	82	----> if not command -sq svn...
71	71	-----> not command -sq svn
125	23764	----> set -l checkout_info (command svn info ^/dev/null)
23639	23639	-----> command svn info ^/dev/null
18	59	----> if [ $status -ne 0 ]...
33	33	-----> [ $status -ne 0 ]
8	8	-----> return
14	237	-> if not test $last_status -eq 0...
20	20	--> not test $last_status -eq 0
203	203	--> set_color $fish_color_error
19	19	-> echo -n "$suffix "
14	14	-> set_color normal
15	15	> echo $_ " "
29	68	> __fish_pwd
39	39	-> pwd
125	365	> up-or-search
11	62	-> if commandline --search-mode...
51	51	--> commandline --search-mode
9	32	-> if commandline --paging-mode...
23	23	--> commandline --paging-mode
80	108	-> set lineno (commandline -L)
28	28	--> commandline -L
16	38	-> switch $lineno...
22	22	--> commandline -f history-search-backward
163	3711	> __fish_start_bracketed_paste
121	121	-> set -g __fish_last_bind_mode $fish_bind_mode
391	3427	-> __fish_commandline_is_singlequoted
53	53	--> set -l state normal
456	2773	--> for char in (commandline -ct | string split "")...
1618	1618	---> commandline -ct | string split ""
28	51	---> switch $char...
23	23	----> switch $state...
24	41	---> switch $char...
17	17	----> switch $state...
23	40	---> switch $char...
17	17	----> switch $state...
22	39	---> switch $char...
17	17	----> switch $state...
21	38	---> switch $char...
17	17	----> switch $state...
24	41	---> switch $char...
17	17	----> switch $state...
20	37	---> switch $char...
17	17	----> switch $state...
20	37	---> switch $char...
17	17	----> switch $state...
20	36	---> switch $char...
16	16	----> switch $state...
19	35	---> switch $char...
16	16	----> switch $state...
19	38	---> switch $char...
19	19	----> switch $state...
27	48	---> switch $char...
21	21	----> switch $state...
27	43	---> switch $char...
16	16	----> switch $state...
20	35	---> switch $char...
15	15	----> switch $state...
20	35	---> switch $char...
15	15	----> switch $state...
20	35	---> switch $char...
15	15	----> switch $state...
19	35	---> switch $char...
16	16	----> switch $state...
20	35	---> switch $char...
15	15	----> switch $state...
18	210	--> if contains -- $state single single-escaped...
161	161	---> contains -- $state single single-escaped
31	31	---> return 1
184	528	> __fish_stop_bracketed_paste
150	150	-> set fish_bind_mode $__fish_last_bind_mode
109	109	-> set -e __fish_paste_quoted
85	85	-> commandline -f force-repaint
82	580	> fish_mode_prompt
326	498	-> fish_default_mode_prompt
42	172	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
90	90	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
40	40	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
764	24788	> fish_prompt
58	58	-> set -l last_status $status
16	39	-> if not set -q __fish_git_prompt_show_informative_status...
23	23	--> not set -q __fish_git_prompt_show_informative_status
11	29	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
18	18	--> not set -q __fish_git_prompt_hide_untrackedfiles
9	25	-> if not set -q __fish_git_prompt_color_branch...
16	16	--> not set -q __fish_git_prompt_color_branch
10	27	-> if not set -q __fish_git_prompt_showupstream...
17	17	--> not set -q __fish_git_prompt_showupstream
8	27	-> if not set -q __fish_git_prompt_char_upstream_ahead...
19	19	--> not set -q __fish_git_prompt_char_upstream_ahead
10	26	-> if not set -q __fish_git_prompt_char_upstream_behind...
16	16	--> not set -q __fish_git_prompt_char_upstream_behind
10	26	-> if not set -q __fish_git_prompt_char_upstream_prefix...
16	16	--> not set -q __fish_git_prompt_char_upstream_prefix
10	26	-> if not set -q __fish_git_prompt_char_stagedstate...
16	16	--> not set -q __fish_git_prompt_char_stagedstate
11	26	-> if not set -q __fish_git_prompt_char_dirtystate...
15	15	--> not set -q __fish_git_prompt_char_dirtystate
10	26	-> if not set -q __fish_git_prompt_char_untrackedfiles...
16	16	--> not set -q __fish_git_prompt_char_untrackedfiles
9	26	-> if not set -q __fish_git_prompt_char_conflictedstate...
17	17	--> not set -q __fish_git_prompt_char_conflictedstate
9	24	-> if not set -q __fish_git_prompt_char_cleanstate...
15	15	--> not set -q __fish_git_prompt_char_cleanstate
11	43	-> if not set -q __fish_git_prompt_color_dirtystate...
32	32	--> not set -q __fish_git_prompt_color_dirtystate
11	28	-> if not set -q __fish_git_prompt_color_stagedstate...
17	17	--> not set -q __fish_git_prompt_color_stagedstate
10	27	-> if not set -q __fish_git_prompt_color_invalidstate...
17	17	--> not set -q __fish_git_prompt_color_invalidstate
10	27	-> if not set -q __fish_git_prompt_color_untrackedfiles...
17	17	--> not set -q __fish_git_prompt_color_untrackedfiles
9	25	-> if not set -q __fish_git_prompt_color_cleanstate...
16	16	--> not set -q __fish_git_prompt_color_cleanstate
11	27	-> if not set -q __fish_prompt_normal...
16	16	--> not set -q __fish_prompt_normal
50	50	-> set -l color_cwd
138	138	-> set -l prefix
39	39	-> set -l suffix
39	110	-> switch "$USER"...
41	41	--> set color_cwd $fish_color_cwd
30	30	--> set suffix '$'
60	60	-> set_color $color_cwd
92	777	-> echo -n (prompt_pwd)
245	685	--> prompt_pwd
35	35	---> set -l options 'h/help'
40	40	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
10	25	---> if set -q _flag_help...
15	15	----> set -q _flag_help
13	13	---> set -q fish_prompt_pwd_dir_length
21	21	---> or set -l fish_prompt_pwd_dir_length 1
82	82	---> set realhome ~
79	140	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
61	61	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
15	84	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
26	26	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
43	43	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
21	21	-> set_color normal
57	22134	-> printf '%s ' (__fish_vcs_prompt)
45	22077	--> __fish_vcs_prompt
672	4446	---> __fish_git_prompt
12	95	----> if not command -sq git...
83	83	-----> not command -sq git
100	3647	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3547	3547	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
24	24	----> test -n "$repo_info"
8	8	----> or return
314	386	---> __fish_hg_prompt
10	72	----> if not command -sq hg...
53	53	-----> not command -sq hg
9	9	-----> return 1
166	17200	---> __fish_svn_prompt
9	66	----> if not command -sq svn...
57	57	-----> not command -sq svn
109	16928	----> set -l checkout_info (command svn info ^/dev/null)
16819	16819	-----> command svn info ^/dev/null
11	40	----> if [ $status -ne 0 ]...
23	23	-----> [ $status -ne 0 ]
6	6	-----> return
10	103	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
78	78	--> set_color $fish_color_error
17	17	-> echo -n "$suffix "
13	13	-> set_color normal
14	14	> echo $_ " "
33	68	> __fish_pwd
35	35	-> pwd
101	187	> __fish_disable_bracketed_paste 'cat profile.txt | grep -exclude-standard'
86	86	-> printf "\e[?2004l"
62	62	> echo $_ " "
116	288	> __fish_pwd
172	172	-> pwd
2913	29098	> cat profile.txt | grep -exclude-standard
26185	26185	-> command grep --color=auto $argv
49	87	> __fish_enable_bracketed_paste
38	38	-> printf "\e[?2004h"
42	435	> fish_mode_prompt
215	393	-> fish_default_mode_prompt
16	178	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
132	132	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
30	30	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
732	35904	> fish_prompt
63	63	-> set -l last_status $status
10	26	-> if not set -q __fish_git_prompt_show_informative_status...
16	16	--> not set -q __fish_git_prompt_show_informative_status
9	23	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
10	23	-> if not set -q __fish_git_prompt_color_branch...
13	13	--> not set -q __fish_git_prompt_color_branch
10	23	-> if not set -q __fish_git_prompt_showupstream...
13	13	--> not set -q __fish_git_prompt_showupstream
9	25	-> if not set -q __fish_git_prompt_char_upstream_ahead...
16	16	--> not set -q __fish_git_prompt_char_upstream_ahead
9	22	-> if not set -q __fish_git_prompt_char_upstream_behind...
13	13	--> not set -q __fish_git_prompt_char_upstream_behind
8	21	-> if not set -q __fish_git_prompt_char_upstream_prefix...
13	13	--> not set -q __fish_git_prompt_char_upstream_prefix
9	22	-> if not set -q __fish_git_prompt_char_stagedstate...
13	13	--> not set -q __fish_git_prompt_char_stagedstate
9	22	-> if not set -q __fish_git_prompt_char_dirtystate...
13	13	--> not set -q __fish_git_prompt_char_dirtystate
9	22	-> if not set -q __fish_git_prompt_char_untrackedfiles...
13	13	--> not set -q __fish_git_prompt_char_untrackedfiles
9	22	-> if not set -q __fish_git_prompt_char_conflictedstate...
13	13	--> not set -q __fish_git_prompt_char_conflictedstate
9	24	-> if not set -q __fish_git_prompt_char_cleanstate...
15	15	--> not set -q __fish_git_prompt_char_cleanstate
8	21	-> if not set -q __fish_git_prompt_color_dirtystate...
13	13	--> not set -q __fish_git_prompt_color_dirtystate
9	22	-> if not set -q __fish_git_prompt_color_stagedstate...
13	13	--> not set -q __fish_git_prompt_color_stagedstate
10	22	-> if not set -q __fish_git_prompt_color_invalidstate...
12	12	--> not set -q __fish_git_prompt_color_invalidstate
10	22	-> if not set -q __fish_git_prompt_color_untrackedfiles...
12	12	--> not set -q __fish_git_prompt_color_untrackedfiles
8	21	-> if not set -q __fish_git_prompt_color_cleanstate...
13	13	--> not set -q __fish_git_prompt_color_cleanstate
9	22	-> if not set -q __fish_prompt_normal...
13	13	--> not set -q __fish_prompt_normal
21	21	-> set -l color_cwd
20	20	-> set -l prefix
19	19	-> set -l suffix
27	80	-> switch "$USER"...
28	28	--> set color_cwd $fish_color_cwd
25	25	--> set suffix '$'
58	58	-> set_color $color_cwd
63	863	-> echo -n (prompt_pwd)
270	800	--> prompt_pwd
33	33	---> set -l options 'h/help'
70	70	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
12	27	---> if set -q _flag_help...
15	15	----> set -q _flag_help
14	14	---> set -q fish_prompt_pwd_dir_length
24	24	---> or set -l fish_prompt_pwd_dir_length 1
70	70	---> set realhome ~
77	188	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
111	111	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
14	104	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
46	46	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
44	44	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
22	22	-> set_color normal
147	33387	-> printf '%s ' (__fish_vcs_prompt)
200	33240	--> __fish_vcs_prompt
533	4088	---> __fish_git_prompt
10	92	----> if not command -sq git...
82	82	-----> not command -sq git
112	3436	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3324	3324	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
21	21	----> test -n "$repo_info"
6	6	----> or return
464	540	---> __fish_hg_prompt
13	76	----> if not command -sq hg...
54	54	-----> not command -sq hg
9	9	-----> return 1
230	28412	---> __fish_svn_prompt
8	59	----> if not command -sq svn...
51	51	-----> not command -sq svn
252	27969	----> set -l checkout_info (command svn info ^/dev/null)
27717	27717	-----> command svn info ^/dev/null
42	154	----> if [ $status -ne 0 ]...
89	89	-----> [ $status -ne 0 ]
23	23	-----> return
24	85	-> if not test $last_status -eq 0...
61	61	--> not test $last_status -eq 0
65	65	-> echo -n "$suffix "
84	84	-> set_color normal
63	63	> echo $_ " "
104	372	> __fish_pwd
268	268	-> pwd
286	709	> up-or-search
18	115	-> if commandline --search-mode...
97	97	--> commandline --search-mode
16	55	-> if commandline --paging-mode...
39	39	--> commandline --paging-mode
138	200	-> set lineno (commandline -L)
62	62	--> commandline -L
22	53	-> switch $lineno...
31	31	--> commandline -f history-search-backward
63	134	> __fish_disable_bracketed_paste 'cat profile.txt | grep -exclude-standard -e -other'
71	71	-> printf "\e[?2004l"
56	56	> echo $_ " "
91	166	> __fish_pwd
75	75	-> pwd
1845	76741	> cat profile.txt | grep -exclude-standard -e -other
74896	74896	-> command grep --color=auto $argv
57	121	> __fish_enable_bracketed_paste
64	64	-> printf "\e[?2004h"
41	537	> fish_mode_prompt
257	496	-> fish_default_mode_prompt
14	239	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
195	195	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
30	30	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
758	35899	> fish_prompt
82	82	-> set -l last_status $status
11	28	-> if not set -q __fish_git_prompt_show_informative_status...
17	17	--> not set -q __fish_git_prompt_show_informative_status
10	24	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
9	22	-> if not set -q __fish_git_prompt_color_branch...
13	13	--> not set -q __fish_git_prompt_color_branch
8	27	-> if not set -q __fish_git_prompt_showupstream...
19	19	--> not set -q __fish_git_prompt_showupstream
9	22	-> if not set -q __fish_git_prompt_char_upstream_ahead...
13	13	--> not set -q __fish_git_prompt_char_upstream_ahead
10	22	-> if not set -q __fish_git_prompt_char_upstream_behind...
12	12	--> not set -q __fish_git_prompt_char_upstream_behind
8	21	-> if not set -q __fish_git_prompt_char_upstream_prefix...
13	13	--> not set -q __fish_git_prompt_char_upstream_prefix
8	21	-> if not set -q __fish_git_prompt_char_stagedstate...
13	13	--> not set -q __fish_git_prompt_char_stagedstate
9	21	-> if not set -q __fish_git_prompt_char_dirtystate...
12	12	--> not set -q __fish_git_prompt_char_dirtystate
9	27	-> if not set -q __fish_git_prompt_char_untrackedfiles...
18	18	--> not set -q __fish_git_prompt_char_untrackedfiles
38	163	-> if not set -q __fish_git_prompt_char_conflictedstate...
125	125	--> not set -q __fish_git_prompt_char_conflictedstate
10	32	-> if not set -q __fish_git_prompt_char_cleanstate...
22	22	--> not set -q __fish_git_prompt_char_cleanstate
9	23	-> if not set -q __fish_git_prompt_color_dirtystate...
14	14	--> not set -q __fish_git_prompt_color_dirtystate
10	31	-> if not set -q __fish_git_prompt_color_stagedstate...
21	21	--> not set -q __fish_git_prompt_color_stagedstate
20	535	-> if not set -q __fish_git_prompt_color_invalidstate...
515	515	--> not set -q __fish_git_prompt_color_invalidstate
11	33	-> if not set -q __fish_git_prompt_color_untrackedfiles...
22	22	--> not set -q __fish_git_prompt_color_untrackedfiles
9	23	-> if not set -q __fish_git_prompt_color_cleanstate...
14	14	--> not set -q __fish_git_prompt_color_cleanstate
16	29	-> if not set -q __fish_prompt_normal...
13	13	--> not set -q __fish_prompt_normal
24	24	-> set -l color_cwd
24	24	-> set -l prefix
19	19	-> set -l suffix
30	143	-> switch "$USER"...
85	85	--> set color_cwd $fish_color_cwd
28	28	--> set suffix '$'
82	82	-> set_color $color_cwd
170	1392	-> echo -n (prompt_pwd)
379	1222	--> prompt_pwd
74	74	---> set -l options 'h/help'
75	75	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
17	33	---> if set -q _flag_help...
16	16	----> set -q _flag_help
14	14	---> set -q fish_prompt_pwd_dir_length
30	30	---> or set -l fish_prompt_pwd_dir_length 1
154	154	---> set realhome ~
111	336	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
225	225	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
17	127	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
61	61	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
49	49	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
33	33	-> set_color normal
76	32117	-> printf '%s ' (__fish_vcs_prompt)
169	32041	--> __fish_vcs_prompt
691	8306	---> __fish_git_prompt
11	126	----> if not command -sq git...
115	115	-----> not command -sq git
114	7459	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
7345	7345	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
24	24	----> test -n "$repo_info"
6	6	----> or return
323	391	---> __fish_hg_prompt
11	68	----> if not command -sq hg...
49	49	-----> not command -sq hg
8	8	-----> return 1
318	23175	---> __fish_svn_prompt
9	89	----> if not command -sq svn...
80	80	-----> not command -sq svn
110	22707	----> set -l checkout_info (command svn info ^/dev/null)
22597	22597	-----> command svn info ^/dev/null
18	61	----> if [ $status -ne 0 ]...
33	33	-----> [ $status -ne 0 ]
10	10	-----> return
12	37	-> if not test $last_status -eq 0...
25	25	--> not test $last_status -eq 0
30	30	-> echo -n "$suffix "
54	54	-> set_color normal
21	21	> echo $_ " "
45	112	> __fish_pwd
67	67	-> pwd
301	730	> up-or-search
18	109	-> if commandline --search-mode...
91	91	--> commandline --search-mode
16	54	-> if commandline --paging-mode...
38	38	--> commandline --paging-mode
153	200	-> set lineno (commandline -L)
47	47	--> commandline -L
27	66	-> switch $lineno...
39	39	--> commandline -f history-search-backward
190	3101	> __fish_start_bracketed_paste
74	74	-> set -g __fish_last_bind_mode $fish_bind_mode
437	2837	-> __fish_commandline_is_singlequoted
62	62	--> set -l state normal
433	2194	--> for char in (commandline -ct | string split "")...
1713	1713	---> commandline -ct | string split ""
28	48	---> switch $char...
20	20	----> switch $state...
17	144	--> if contains -- $state single single-escaped...
99	99	---> contains -- $state single single-escaped
28	28	---> return 1
130	275	> __fish_stop_bracketed_paste
70	70	-> set fish_bind_mode $__fish_last_bind_mode
40	40	-> set -e __fish_paste_quoted
35	35	-> commandline -f force-repaint
47	359	> fish_mode_prompt
202	312	-> fish_default_mode_prompt
13	110	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
69	69	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
28	28	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
630	24621	> fish_prompt
27	27	-> set -l last_status $status
7	20	-> if not set -q __fish_git_prompt_show_informative_status...
13	13	--> not set -q __fish_git_prompt_show_informative_status
6	17	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
11	11	--> not set -q __fish_git_prompt_hide_untrackedfiles
8	18	-> if not set -q __fish_git_prompt_color_branch...
10	10	--> not set -q __fish_git_prompt_color_branch
6	16	-> if not set -q __fish_git_prompt_showupstream...
10	10	--> not set -q __fish_git_prompt_showupstream
6	17	-> if not set -q __fish_git_prompt_char_upstream_ahead...
11	11	--> not set -q __fish_git_prompt_char_upstream_ahead
6	16	-> if not set -q __fish_git_prompt_char_upstream_behind...
10	10	--> not set -q __fish_git_prompt_char_upstream_behind
6	16	-> if not set -q __fish_git_prompt_char_upstream_prefix...
10	10	--> not set -q __fish_git_prompt_char_upstream_prefix
6	16	-> if not set -q __fish_git_prompt_char_stagedstate...
10	10	--> not set -q __fish_git_prompt_char_stagedstate
6	19	-> if not set -q __fish_git_prompt_char_dirtystate...
13	13	--> not set -q __fish_git_prompt_char_dirtystate
6	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_char_untrackedfiles
7	16	-> if not set -q __fish_git_prompt_char_conflictedstate...
9	9	--> not set -q __fish_git_prompt_char_conflictedstate
6	16	-> if not set -q __fish_git_prompt_char_cleanstate...
10	10	--> not set -q __fish_git_prompt_char_cleanstate
8	17	-> if not set -q __fish_git_prompt_color_dirtystate...
9	9	--> not set -q __fish_git_prompt_color_dirtystate
7	16	-> if not set -q __fish_git_prompt_color_stagedstate...
9	9	--> not set -q __fish_git_prompt_color_stagedstate
7	16	-> if not set -q __fish_git_prompt_color_invalidstate...
9	9	--> not set -q __fish_git_prompt_color_invalidstate
6	16	-> if not set -q __fish_git_prompt_color_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_color_untrackedfiles
6	16	-> if not set -q __fish_git_prompt_color_cleanstate...
10	10	--> not set -q __fish_git_prompt_color_cleanstate
8	17	-> if not set -q __fish_prompt_normal...
9	9	--> not set -q __fish_prompt_normal
16	16	-> set -l color_cwd
14	14	-> set -l prefix
14	14	-> set -l suffix
21	59	-> switch "$USER"...
22	22	--> set color_cwd $fish_color_cwd
16	16	--> set suffix '$'
54	54	-> set_color $color_cwd
76	768	-> echo -n (prompt_pwd)
168	692	--> prompt_pwd
26	26	---> set -l options 'h/help'
53	53	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
59	59	---> set realhome ~
85	142	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
57	57	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
14	196	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
140	140	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
42	42	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
18	18	-> set_color normal
88	22663	-> printf '%s ' (__fish_vcs_prompt)
83	22575	--> __fish_vcs_prompt
679	4065	---> __fish_git_prompt
10	79	----> if not command -sq git...
69	69	-----> not command -sq git
97	3278	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3181	3181	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
22	22	----> test -n "$repo_info"
7	7	----> or return
372	441	---> __fish_hg_prompt
10	69	----> if not command -sq hg...
50	50	-----> not command -sq hg
9	9	-----> return 1
198	17986	---> __fish_svn_prompt
9	63	----> if not command -sq svn...
54	54	-----> not command -sq svn
90	17684	----> set -l checkout_info (command svn info ^/dev/null)
17594	17594	-----> command svn info ^/dev/null
12	41	----> if [ $status -ne 0 ]...
23	23	-----> [ $status -ne 0 ]
6	6	-----> return
8	23	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
15	15	-> echo -n "$suffix "
19	19	-> set_color normal
15	15	> echo $_ " "
71	119	> __fish_pwd
48	48	-> pwd
1114	2582	> source /usr/local/Cellar/fish/2.7.1/share/fish/completions/string.fish
79	79	-> complete -f -c string
84	84	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and not contains -- (commandline -opc)[2] escape" -s q -l quiet -d "Do not print output"
45	45	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "length"
43	43	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "sub"
66	66	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] sub" -s s -l start -a "(seq 1 10)"
63	63	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] sub" -s l -l length -a "(seq 1 10)"
40	40	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "split"
73	73	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] split" -s m -l max -a "(seq 1 10)" -d "Specify maximum number of splits"
56	56	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] split" -s r -l right -d "Split right-to-left"
39	39	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "join"
37	37	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "trim"
53	53	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] trim" -s l -l left -d "Trim only leading characters"
56	56	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] trim" -s r -l right -d "Trim only trailing characters"
53	53	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] trim" -s c -l chars -d "Specify the chars to trim (default: whitespace)"
39	39	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "escape"
57	57	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] escape" -s n -l no-quoted -d "Escape with \\ instead of quoting"
39	39	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "match"
53	53	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] match" -s n -l index -d "Report index and length of the matches"
54	54	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] match" -s v -l invert -d "Report only non-matching input"
38	38	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "replace"
55	55	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] match replace" -s a -l all -d "Report all matches per line/string"
55	55	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] match replace" -s i -l ignore-case -d "Case insensitive"
62	62	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] match replace" -s r -l regex -d "Use regex instead of globs"
39	39	-> complete -f -c string -n "test (count (commandline -opc)) -lt 2" -a "repeat"
